original_index,hate speech,counternarrative,Appropriate counternarrative (1) or non appropriate (0),Valid (1) / Non Valid (0) annotation,hsType,hsSubType,cnType,age,gender,educationLevel,cn_id,annotation of annotator 1 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 2 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative),annotation of annotator 3 (0: non appropiate; 1: not sure; 2: appropiate counteranrrative)
1340,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,crimes,hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
1292,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.","Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,islamization,hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
1224,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,"Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,"rapism , terrorism",hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
1606,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,"Given the number of Muslims born in the UK, this statement in a bit silly.you cannot repatriate someone who hasn't moved.",0,1,Islamophobia,terrorism,hypocrisy,61.0,male,Bachelor,ENT1ST0015HS0059CN001019,0,0,
3691,Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,culture,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3834,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,rapism,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
4023,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,culture,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3552,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,"crimes , rapism , terrorism",humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
4091,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,"crimes , rapism , terrorism",humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3458,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,terrorism,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3761,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,crimes,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
3633,"All Muslims should be deported, no one wants them here.","Had lunch with some Muslim friends recently. Somehow, I am still HIV and Ebola free!",0,1,Islamophobia,generic,humor,21.0,female,Master,ENT1ST0014HS0126CN000623,0,0,0
501,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,crimes,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
80,Islam is a religion mostly based on conquest and violence.,"I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,culture,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
478,We should pay attention to not offend Muslims while celebrating Christmas in our country.,"I do not shared your opinion, but I do acknowledge that opinions, mine or your, do not have to be based on fact or knowledge. My 'experience' of Muslims, as neighbours, colleagues, friends hasn't led me to view them as a problem.",0,1,Islamophobia,islamization,"affiliation , facts",61.0,male,Bachelor,ENT1ST0008HS0125CN000276,0,0,
2528,Their Prophet was a paedophile.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,rapism,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2642,We must send Islamics back to their native countries. They are too different from us.,I think you are confusing Islam with the crusades.,0,1,Islamophobia,culture,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2547,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",I think you are confusing Islam with the crusades.,0,1,Islamophobia,rapism,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2450,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,I think you are confusing Islam with the crusades.,0,1,Islamophobia,generic,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2406,"We see thousands of rapes, murders and subjugations on British girls every day. Muslims and non-British immigrants do such things. But there will be consequences!",I think you are confusing Islam with the crusades.,0,1,Islamophobia,"crimes , rapism",humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2610,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,I think you are confusing Islam with the crusades.,0,1,Islamophobia,generic,humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
2284,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",I think you are confusing Islam with the crusades.,0,1,Islamophobia,"crimes , rapism , terrorism",humor,25.0,male,Some university without degree,ENT1ST0003HS0055CN000087,0,0,
3752,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,crimes,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3888,Muslims in Britain vote for the Labour party. This is why the problem of antisemitism is not solved. It is a mathematical fact!,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,generic,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3553,"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3954,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,culture,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
4082,Almost all Muslims in the UK are jobless and choose not to work.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,economics,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3846,"Europe is civilised, Muslims should not stay there.","I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,generic,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3920,We must send Islamics back to their native countries. They are too different from us.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,culture,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3832,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,rapism,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3937,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,crimes,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
3557,The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,"I thought 'Totalitarianism' was the requirement of total subservience to the STATE, rather than to any particular faith. So no, the spread of matters of personal belief would not be necessarily 'totalitarian'.",0,1,Islamophobia,rapism,facts,61.0,male,Bachelor,ENT1ST0015HS0044CN000947,0,0,0
1526,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,culture,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
1413,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,islamization,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
1174,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,culture,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
1260,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,islamization,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
1615,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?,0,1,Islamophobia,culture,"facts , question",26.0,female,Bachelor,ENT1ST0001HS0074CN000064,0,0,
2820,Almost all Muslims in the UK are jobless and choose not to work.,Islam is all about love and tolerance [insert quote].,0,1,Islamophobia,economics,positive,50.0,male,Bachelor,ENT1ST0008HS0129CN000170,0,0,
2238,"Muslims love the islamic law so much, then why do not they move in islamic countries?",Islam is all about love and tolerance [insert quote].,0,1,Islamophobia,culture,positive,50.0,male,Bachelor,ENT1ST0008HS0129CN000170,0,0,
2807,The only purpose of Islam is to dominate and destroy us! Being multicultural has nothing to do with it.,Islam is all about love and tolerance [insert quote].,1,1,Islamophobia,"culture , islamization",positive,50.0,male,Bachelor,ENT1ST0008HS0129CN000170,2,2,
2521,"Where there is Islam, there cannot be peace.",Islam is all about love and tolerance [insert quote].,1,1,Islamophobia,culture,positive,50.0,male,Bachelor,ENT1ST0008HS0129CN000170,2,2,
393,"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",List of positive news stories.,0,1,Islamophobia,rapism,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
287,Muslims do not have nothing useful that can enrich our culture.,List of positive news stories.,0,1,Islamophobia,culture,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
376,Their Prophet was a paedophile.,List of positive news stories.,0,1,Islamophobia,rapism,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
19,"It is time for us to take Islam for what it is. A murderous cult that should be exterminated, and that is the end of it.",List of positive news stories.,0,1,Islamophobia,culture,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
196,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",List of positive news stories.,0,1,Islamophobia,islamization,positive,25.0,male,Master,ENT1ST0014HS0116CN000815,0,0,
1736,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Most Muslims are too busy working hard, looking after their families and neighbours, propping up the NHS to be worried about such nonsense.",0,1,Islamophobia,"crimes , rapism , terrorism","denouncing , positive",50.0,male,Bachelor,ENT1ST0015HS0104CN000955,0,0,
2346,"Christmas cannot be celebrated securely anymore, because of Muslims and their insults.",No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,islamization,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2718,"Thousands of our girls abused by Muslim rape gangs, commanded by Koran. Why do we keep accepting this?",No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,rapism,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2267,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,"rapism , terrorism","facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2851,The vast majority of Muslims are unemployed and refuse to work.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,economics,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2664,The police and politicians are covering up these Muslim grooming gangs - They are traitors to their own people!,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,crimes,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2395,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,crimes,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
2499,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,No. A faith of 1.6 billion people from all walks of life helps make up humanity.,0,1,Islamophobia,islamization,"facts , positive",25.0,male,Master,ENT1ST0008HS0036CN000224,0,0,
1557,We should pay attention to not offend Muslims while celebrating Christmas in our country.,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,islamization,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
1417,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,islamization,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
1215,"Muslims love the islamic law so much, then why do not they move in islamic countries?",People's concerns must be based in evidence and not hatred.,0,1,Islamophobia,culture,facts,25.0,male,Master,ENT1ST0020HS0058CN001185,0,0,
296,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,generic,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
655,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
227,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
109,"Muslims love the islamic law so much, then why do not they move in islamic countries?","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,culture,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
43,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
322,London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,islamization,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
233,Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'How can we be Islamophobic when they really do want to kill us'.,"Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,crimes,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
51,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,terrorism,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
214,"All Muslims should be deported, no one wants them here.","Rapists are, in most cases, friends, family, or partners of the victim. The proportion of Pakistani people who are rapists is no more than that of White British population.",0,1,Islamophobia,generic,facts,21.0,female,Bachelor,ENT1ST0019HS0034CN001093,0,0,
351,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,Replace islam with any other religion and see just how deeply offensive what you just said is.,0,1,Islamophobia,islamization,denouncing,25.0,male,Master,ENT1ST0014HS0071CN000683,0,0,
2834,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,"crimes , rapism , terrorism",question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2581,"Europe is civilised, Muslims should not stay there.","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,generic,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2656,We must send Islamics back to their native countries. They are too different from us.,"Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,culture,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2138,"If Muslims counteracted child rapists in their communities instead of engaging in public discussions about Islam, one day Islam indeed would become a peaceful religion.","Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,rapism,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2600,Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,"Seriously, I would love to know where you get your statistics from. They are so far from the truth.",0,1,Islamophobia,culture,question,21.0,female,Master,ENT1ST0022HS0017CN001197,0,0,
2702,A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,culture,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2778,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,terrorism,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2680,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,terrorism,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2842,"Our country wants to shut up those who speak against islam, but it isn't right, they are the only ones who expose themselves.","Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,"crimes , rapism , terrorism",facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2503,There are muslim shops in Birmingham that do not serve their white clients and have signs that say:'No Whites after 8 p.m.'.,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,islamization,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2197,Islam members are constantly repeating that Islam is a 'religion of peace' more than other persons belonging to other religion do. I do not understand why Muslims need to repeat this thing so many times?,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,culture,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2307,"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?","Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,islamization,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2438,Muslims do not have nothing useful that can enrich our culture.,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,culture,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
2456,Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,"Studies in the US show the majority of terrorist incidents are committed by right-wing extremists, not Muslims. Be critical of what you read, the news is very biased.",0,1,Islamophobia,generic,facts,21.0,female,Master,ENT1ST0022HS0077CN001238,0,0,
599,"Sunnan abu dawud 38.4450 says that if a person does sex with an animal, there will be no sentence for this act.","This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,culture,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
410,Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,"This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,rapism,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
221,"Image (features protesters with signs such as 'behead those who insult Islam) with a caption saying 'they want to eliminate us, we must be islamophobic'.","This person may be the only one able to supply you some bread so, appreciate it!",0,1,Islamophobia,crimes,humor,26.0,female,Bachelor,ENT1ST0014HS0126CN000621,0,0,
